No,Hotel,Komentar Asli,Hasil Preprocessing,Label
494,Hotel Dayang Resort Singkawang,itu pernah aku ke situ itu kolam pantai dayang kannnn,pernah situ kolam pantai dayang,Positif
495,Hotel Dayang Resort Singkawang,kak saya pernah ke situ seru bgt,pernah situ seru,Positif
496,Hotel Dayang Resort Singkawang,oke bagus udah pergi🥰,oke bagus pergi,Positif
497,Hotel Dayang Resort Singkawang,dulu ak nginap di stuk,nginap stuk,Positif
498,Hotel Dayang Resort Singkawang,serius nnyak nie Kka uang masuk nya brpa perkepala Kka anak anak sama dewasa sama kah kka,serius uang masuk berapa kepala anak dewasa sama,Netral
499,Hotel Dayang Resort Singkawang,keren bget tptnya kk,keren tempat,Positif
500,Hotel Dayang Resort Singkawang,aku kalo liburan ke dayang terus aku pernah nginep juga kolam nya banyak best banget deh pokoknya,liburan dayang nginap kolam banyak best,Positif
501,Hotel Dayang Resort Singkawang,harus reservasi kah klo mau berenang atau langsung datang aja,reservasi berenang langsung datang,Netral
502,Hotel Dayang Resort Singkawang,Udh 2 x min main ke situ,," salam dari Ngabang 😁",dua main situ salam ngabang,Positif
503,Hotel Dayang Resort Singkawang,kalau hari sabtu apakah biayanya sama kak 35rb juga,sabtu biaya sama ribu,Netral
504,Hotel Dayang Resort Singkawang,BG aku mau otw ke situ Sabtu tnggl 12 juli 😁✌️,otw situ sabtu juli,Positif
505,Hotel Dayang Resort Singkawang,aku juga ke sini juga seru,sini seru,Positif
506,Hotel Dayang Resort Singkawang,Kalau weekend brp?,weekend berapa,Netral
507,Hotel Dayang Resort Singkawang,kolam balita ada kan,kolam balita,Netral
508,Hotel Dayang Resort Singkawang,itu 35k bisa masuk semua wahana air??,ribu masuk semua wahana air,Netral
509,Hotel Dayang Resort Singkawang,berlaku sampai kapan kak,berlaku sampai kapan,Netral
510,Hotel Dayang Resort Singkawang,baru aja tadi pulang dari penginapan dayang resort😅,baru pulang penginapan dayang resort,Positif
511,Hotel Dayang Resort Singkawang,kalo tamu hotel bayar jg 35k min ?,tamu hotel bayar ribu,Netral
512,Hotel Dayang Resort Singkawang,hr Minggu brp tiket ye,minggu berapa tiket,Netral
513,Hotel Dayang Resort Singkawang,kalau kepantai nya gk bayar lagi lan kk,pantai tidak bayar,Netral
514,Hotel Dayang Resort Singkawang,pengen ke sini agik 😓,pengen sini,Positif
515,Hotel Dayang Resort Singkawang,kami dari tim setda sanggau baru ke sini minggu kemarin,,," sangatt seru dan asyiilk👍👍",tim setda sanggau sini minggu seru asyik,Positif
516,Hotel Dayang Resort Singkawang,lagi otw to dayang resort min hari ini,otw dayang resort hari,Positif
517,Hotel Dayang Resort Singkawang,kemarin udah kesitu min dapat pelampung gratis dari orang☺️,kemarin situ dapat pelampung gratis,Positif
518,Hotel Dayang Resort Singkawang,buka jam berapa ya kolam renang,buka jam kolam renang,Netral
519,Hotel Dayang Resort Singkawang,bang itu per orang ke atau 1 keluarga,per orang keluarga,Netral
520,Hotel Dayang Resort Singkawang,kesini ga sewa villa / swimming aja boleh ga min,brp per orang min ayo jawab,sini tidak sewa villa swimming boleh berapa orang,Netral
521,Hotel Dayang Resort Singkawang,kalo tanggal merah harga naik kah min,tanggal merah harga naik,Netral
522,Hotel Dayang Resort Singkawang,pernah hampir tenggelam gara² lompat ke air yg dalam,hampir tenggelam lompat air dalam,Negatif
523,Hotel Dayang Resort Singkawang,jadi pengen ke kolam renang 😭,pengen kolam renang,Positif
524,Hotel Dayang Resort Singkawang,paling takut kalo naik prosotan tapi langsung terjun ke kolamnya kecuali kolamnya yg dangkal😭,takut naik prosotan terjun kolam dangkal,Negatif
525,Hotel Dayang Resort Singkawang,jdi pgn ke kolam renang😭😭,pengen kolam renang,Positif
526,Hotel Dayang Resort Singkawang,dayang mmng seseru ituuu woyyyyyyyy kalian harus cobaaa dahh,dayang seru harus coba,Positif
527,Hotel Dayang Resort Singkawang,mba belum nyobain kolam renang 3 bintang firdaus ya😭😭🙏,belum coba kolam renang bintang firdaus,Positif
528,Hotel Dayang Resort Singkawang,bukan kolam renang lah itu tu hotel di singkawang namany-,bukan kolam renang hotel singkawang,Netral
529,Hotel Dayang Resort Singkawang,aku nginep disitu,nginap situ,Positif
530,Hotel Dayang Resort Singkawang,aku pernah kesitu malahan sering soalnya aku tinggal di singkawang 😁✨,pernah situ sering tinggal singkawang,Positif
531,Hotel Dayang Resort Singkawang,dalem ga itu mbak ??? kalo ga bisa berenang takut kelelep,dalam tidak bisa berenang takut kelelep,Negatif
532,Hotel Dayang Resort Singkawang,pliss itu seru kalii,seru,Positif
533,Hotel Dayang Resort Singkawang,air masuk ke dlm idung tu gaenak☺️,air masuk hidung tidak enak,Negatif
534,Hotel Dayang Resort Singkawang,terlalu semngtt😁,terlalu semangat,Positif
535,Hotel Dayang Resort Singkawang,haa,datang resort emang seruu😁,datang resort seru,Positif
536,Hotel Dayang Resort Singkawang,di vidio GK begitu laju nya TPI pas nyobain😵,video tidak laju coba,Negatif
537,Hotel Dayang Resort Singkawang,kak pasti itu di datang resot,datang resort,Positif
538,Hotel Dayang Resort Singkawang,pasti di singkawang,singkawang,Positif
539,Hotel Dayang Resort Singkawang,gue yang naik nya nyungsruk terus anying,naik nyungsruk,Negatif
540,Hotel Dayang Resort Singkawang,aku perna pergi situ waktu tur SD,pergi situ tur sd,Positif
541,Hotel Dayang Resort Singkawang,pernah ke sayang bener bener perosotan tuh kenceng bgt sampe air masuk idung😭,pernah sayang perosotan kenceng air masuk hidung,Negatif
542,Hotel Dayang Resort Singkawang,kakkk aku orang singkawang,orang singkawang,Positif
543,Hotel Dayang Resort Singkawang,jd kangen singkawang😅,kangen singkawang,Positif
544,Hotel Dayang Resort Singkawang,kayak tempat kolam renang diwan smaa fikrifadlu🙂,tempat kolam renang diwan,Netral
545,Hotel Dayang Resort Singkawang,kolam renang singkawang,kolam renang singkawang,Positif
546,Hotel Dayang Resort Singkawang,PLS WAKTU DI DAYANG SEMPAT JUNGKIR BALIK 😭😭,dayang jungkir balik,Negatif
547,Hotel Dayang Resort Singkawang,berkali kali aku naik itu,berkali naik,Positif
548,Hotel Dayang Resort Singkawang,itu aku tau tempatnya,tahu tempat,Positif
549,Hotel Dayang Resort Singkawang,aku dulu. dah pernah kesitu,pernah situ,Positif
550,Hotel Dayang Resort Singkawang,wah dimane tok e ?,mana,Netral
551,Hotel Dayang Resort Singkawang,kak kemaren aku juga ke situ naik pelosotan pelampung juga,kemarin situ naik perosotan pelampung,Positif
552,Hotel Dayang Resort Singkawang,woilah keinget sama temen pernah gini juga😭😭,ingat teman,Positif
553,Hotel Dayang Resort Singkawang,Aku pernah ke situ,pernah situ,Positif
554,Hotel Dayang Resort Singkawang,ak kayak prnh prgi? 😭😭,pernah pergi,Positif
555,Hotel Dayang Resort Singkawang,Pernah ke sini pas reuni keluarga salam dari Pontianak,pernah sini reuni keluarga salam pontianak,Positif
556,Hotel Dayang Resort Singkawang,Singkawang jalan apa tu kakk,singkawang jalan,Netral
557,Hotel Dayang Resort Singkawang,Aku baru habis dari dayang kemaren tapi udh pulang sumpah dayang indah bagt and bagus bgt pelayanan nya juga ok🤩,habis dayang kemarin pulang dayang indah bagus pelayanan ok,Positif
558,Hotel Dayang Resort Singkawang,gw pernah kesitu di singkawang,pernah situ singkawang,Positif
559,Hotel Dayang Resort Singkawang,dayang emang seseru itu woy,dayang seru,Positif
560,Hotel Dayang Resort Singkawang,anjir... gua pernah mimpiin kolam renang persis gini😭,pernah mimpi kolam renang,Positif
561,Hotel Dayang Resort Singkawang,cuba pakai lagu meletus balon hijau DOR🗿,coba lagu meletus balon hijau,Netral
562,Hotel Dayang Resort Singkawang,kolam mna tu,kolam mana,Netral
563,Hotel Dayang Resort Singkawang,kak aku penah ke situ,pernah situ,Positif
564,Hotel Dayang Resort Singkawang,kami pernah ke sana😅,pernah sana,Positif
565,Hotel Dayang Resort Singkawang,"kamus""😁,kamus,Netral
566,Hotel Dayang Resort Singkawang,Aku juga pernah terpental di situk cume aku dk tebalik 😭😭😭😭,pernah terpental situk tidak tebalik,Negatif
567,Hotel Dayang Resort Singkawang,aku per nah ke sana sama teman teman dan guru,pernah sana teman guru,Positif
568,Hotel Dayang Resort Singkawang,itukan di dayang,dayang,Positif
569,Hotel Dayang Resort Singkawang,aku pernah kesitu pasti itu yang pantai nya kan? bukan pantai sih tapi ada pasir² nya gt kan??,pernah situ pantai pasir,Positif
570,Hotel Dayang Resort Singkawang,tempat ku biasa berenang😅,tempat biasa berenang,Positif
571,Hotel Dayang Resort Singkawang,aku pernah ke situ lima kali,pernah situ lima,Positif
572,Hotel Dayang Resort Singkawang,dayang reso,dayang,Positif
573,Hotel Dayang Resort Singkawang,ka? aku gapapa?,gapapa,Netral
574,Hotel Dayang Resort Singkawang,singa purlen,singa purlen,Netral
575,Hotel Dayang Resort Singkawang,gw dulu kecil tengelam di dayang resort,kecil tenggelam dayang resort,Negatif
576,Hotel Dayang Resort Singkawang,jerpental terjungkal kejebur,terpental terjungkal kejebur,Negatif
577,Hotel Dayang Resort Singkawang,sabar yok sabar 9 hari lagiii,sabar hari,Positif
578,Hotel Dayang Resort Singkawang,gua pernah ke datang resot dengan keluarga,pernah datang resort keluarga,Positif
579,Hotel Dayang Resort Singkawang,saya pernah ke dayang resort,pernah dayang resort,Positif
580,Hotel Dayang Resort Singkawang,saya sudah pernah kesitu di Singkawang kan saya orang sambas,pernah situ singkawang orang sambas,Positif
581,Hotel Dayang Resort Singkawang,seringg😭,sering,Positif
582,Hotel Dayang Resort Singkawang,agak dalam kan KK waktu iye kamek terantok🗿,dalam terantok,Negatif
583,Hotel Dayang Resort Singkawang,ahhahaha 😭 lucu😐,lucu,Positif
584,Hotel Dayang Resort Singkawang,kak itu pasti di dayang kan hari itu saya naiknya ada juga jatuh ad a juga tidak,dayang naik jatuh,Positif
585,Hotel Dayang Resort Singkawang,Kamus,kamus,Netral
586,Hotel Dayang Resort Singkawang,dtang agak mahal tapi wort it lh yaww 35 tapi gk tau skrg brp masih 35 Tah apa aju paling suka Ama kolam arus nya uhh,datang mahal worth belum tahu sekarang masih suka kolam arus,Positif
587,Hotel Dayang Resort Singkawang,gw pernah ke situ,pernah situ,Positif
588,Hotel Dayang Resort Singkawang,pernah kesitu perosotan nya licin jantungan gua🗿,pernah situ perosotan licin,Negatif
589,Hotel Dayang Resort Singkawang,Fyp kak😂,fyp,Netral
590,Hotel Dayang Resort Singkawang,dayang resort itu kak aku pernah kesana seru bgt,dayang resort pernah sana seru,Positif
591,Hotel Dayang Resort Singkawang,kak aku udah pergi ke hotel Danyang,pernah hotel dayang,Positif
592,Hotel Dayang Resort Singkawang,ahir th 2022 lburan k sni,, wlaupun cma 3 hri2 mlm ,tpi pngen lgi😅,akhir tahun liburan sini hari malam pengen,Positif
593,Hotel Dayang Resort Singkawang,𝒊𝒕𝒖 𝒌𝒂𝒏 𝒅𝒊 𝒔𝒊𝒏𝒈𝒌𝒂𝒘𝒂𝒏𝒈,singkawang,Positif
594,Hotel Dayang Resort Singkawang,aku pernah kesana,pernah sana,Positif
595,Hotel Dayang Resort Singkawang,udah kesana gw naik itu smpe salto anj pala gw pusing bgt[cry][cry][cry],sana naik salto pusing,Negatif
596,Hotel Dayang Resort Singkawang,udh pernah naik pas turun nya ngeri bett anjay😭😭,pernah naik turun ngeri,Negatif
597,Hotel Dayang Resort Singkawang,min coba buat sewa drone atau fotografer ada pasti enak😂.,coba sewa drone fotografer enak,Positif
598,Hotel Dayang Resort Singkawang,indah banget🥺❤️,indah,Positif
599,Hotel Dayang Resort Singkawang,cantik nyaaa 😍,cantik,Positif
600,Hotel Dayang Resort Singkawang,keren banget yaaaa,keren,Positif
601,Hotel Dayang Resort Singkawang,ga sabar pulang pengen kesini😭,sabar pulang pengen sini,Positif
602,Hotel Dayang Resort Singkawang,di tunggu besok yaa kami kunjungan nyaa😍😍😍,tunggu besok kunjungan,Positif
603,Hotel Dayang Resort Singkawang,min berapa kalau cuman berenang min,berapa berenang,Netral
604,Hotel Dayang Resort Singkawang,untuk permalamnya brp ya min klo nginap 🙏,per malam berapa nginap,Netral
605,Hotel Dayang Resort Singkawang,makanannya enak2🥰..,makanan enak,Positif
606,Hotel Dayang Resort Singkawang,misal main ke dayang gak nginap akses masuknya sampe bagian mana aja min?,main dayang tidak nginap akses masuk bagian,Netral
607,Hotel Dayang Resort Singkawang,emg bgs bgt jir pemandangan nya waktu itu aku ke situ😭😭,bagus pemandangan waktu situ,Positif
608,Hotel Dayang Resort Singkawang,Nyesel ga bikin video bny di sini waktu nginep ga videoin makanannya yg super lezatos ih rasa mau nanges😭😭,nyesel tidak bikin video sini nginap tidak video makanan lezatos,Negatif
609,Hotel Dayang Resort Singkawang,Do'ain mobil aku bener ABIS ITU MAU KESANAA😭😭,doa mobil benar mau sana,Positif
610,Hotel Dayang Resort Singkawang,gak pernah bosan ke sini.. mungkin udah 5 6x bw anak2 liburan d sini..,tidak pernah bosan sini enam bawa anak liburan sini,Positif
611,Hotel Dayang Resort Singkawang,nanti kalo pas aku stadituor aku kesana mau berenang breng teman ²,nanti stadituor sana berenang teman,Positif
612,Hotel Dayang Resort Singkawang,bsk insyaallah kesini,besok insyaallah sini,Positif
613,Hotel Dayang Resort Singkawang,selalu mempesona 🔥🔥🔥,selalu mempesona,Positif
614,Hotel Dayang Resort Singkawang,kk pasti udh tau saya kembar tiga pernah ke situ,tahu kembar tiga pernah situ,Positif
615,Hotel Dayang Resort Singkawang,hallo saya udh pernah ya brp kali😅,pernah berapa,Positif
616,Hotel Dayang Resort Singkawang,Minggu kemarin niat nya ke Dayang tapi ga ketemu alamatnya jadi nyasar ke kayangan,minggu niat dayang tidak ketemu alamat nyasar kayangan,Negatif
617,Hotel Dayang Resort Singkawang,Selain liburan jg mau ngerasain suasana cina nya,liburan mau rasakan suasana cina,Positif
618,Hotel Dayang Resort Singkawang,lagi cari2 nie... apa aja keunggulannya. spill dong...,cari keunggulan spill,Netral
619,Hotel Dayang Resort Singkawang,MEMANG LAH DAYANG TOK E DOLOK KE KITE SEPIII LALU DAAN ADE PERMAINAN CUME ADE PEROSOTAN LAH SEKARANG ADE BANYAKK😡😡😡🥀🙏🏻,dayang sepi permainan perosotan sekarang banyak,Negatif
620,Hotel Dayang Resort Singkawang,ud brp x ksn...t4 nyaman da asri sx...,berapa sana tempat nyaman asri,Positif
621,Hotel Dayang Resort Singkawang,saye udh 3 kali k kolam dayang resort suke mandi di sie ape agk kolam arus nye,tiga kolam dayang resort suka mandi kolam arus,Positif
622,Hotel Dayang Resort Singkawang,upload pas tim adicitia mulia Pontianak dong,,tanggal 3 ada kesana,upload tim adicitia mulia pontianak tanggal sana,Positif
623,Hotel Dayang Resort Singkawang,tempat nya bagus dan murah murah sekali. masuk 35.000/orang. pelampung besar 30.000 dan kecil 20.000 pakai sepuas nya.,tempat bagus murah masuk ribu orang pelampung besar ribu kecil ribu pakai sepuas,Positif
624,Hotel Dayang Resort Singkawang,mau yang waw 1.000.000 ke atas buat 1 keluarga.,mau juta atas keluarga,Netral
625,Hotel Dayang Resort Singkawang,Min kolam arus nya kedalaman berapa,sama kolam renang nya paling dalam berapa meter ?,kolam arus kedalaman kolam renang dalam meter,Netral
626,Hotel Dayang Resort Singkawang,aku udah pernah 4 kali,pernah empat,Positif
627,Hotel Dayang Resort Singkawang,udh suah ke sie😁 sukeee,suah suka,Positif
628,Hotel Dayang Resort Singkawang,Keren bangettt🔥🔥,keren,Positif
629,Hotel Dayang Resort Singkawang,PERNAH TENGGELAM DISITU 😭👆🏻👆🏻,pernah tenggelam situ,Negatif
630,Hotel Dayang Resort Singkawang,enakk wehhhh wjibbbb kesnaaaaa🌷🌷🌷🌷🌷🌷,enak wajib sana,Positif
631,Hotel Dayang Resort Singkawang,𝑝𝑒𝑟𝑛𝑎ℎ 𝑘𝑒 𝑠𝑖𝑡𝑢 𝑏𝑎𝑔𝑢𝑠 𝑏𝑔𝑡 🥰🥰👍,pernah situ bagus,Positif
632,Hotel Dayang Resort Singkawang,baru ke min,baru,Positif
633,Hotel Dayang Resort Singkawang,aku pernah kesitu 😁,pernah situ,Positif
634,Hotel Dayang Resort Singkawang,aku pernah ke dayang resort singkawang tapi dah lama mau lg,pernah dayang resort singkawang lama mau,Positif
635,Hotel Dayang Resort Singkawang,req taman cinta min,taman cinta,Positif
636,Hotel Dayang Resort Singkawang,ada yang pernah tenggelam disitu😭😭👆🏻👆🏻,pernah tenggelam situ,Negatif
637,Hotel Dayang Resort Singkawang,aku pernah pergi ke datang resort Singkawang tempat nya bagus bgt 😁😁,pernah pergi datang resort singkawang tempat bagus,Positif
638,Hotel Dayang Resort Singkawang,tak salah aku ade penginapan di situ aku pernah pergi,penginapan situ pernah pergi,Positif
639,Hotel Dayang Resort Singkawang,aku pernah ke sini seru abiss😭😭 pen ke sana LG pas tur 😭😭,pernah sini seru pengen sana tur,Positif
640,Hotel Dayang Resort Singkawang,udah suah b5× k sie rase nk k sie agk mun libur panjang,lima sini rasa sini libur panjang,Positif
641,Hotel Dayang Resort Singkawang,kemarin gw disana lumayan juga makanannya🗿,kemarin sana lumayan makanan,Positif
642,Hotel Dayang Resort Singkawang,dinane nye tu,mana,Netral
643,Hotel Dayang Resort Singkawang,taman cinta min,taman cinta,Positif
644,Hotel Dayang Resort Singkawang,dejavu 😁,dejavu,Netral
645,Hotel Dayang Resort Singkawang,Aku pernah pergi di situ,pernah pergi situ,Positif
646,Hotel Dayang Resort Singkawang,aku pernah kesana pas perpisahan disana sumpah seru bgt mana luas bgt kolam renang singkawang memang tak terkalahkan🤭,pernah sana perpisahan seru luas kolam renang singkawang tak terkalahkan,Positif
647,Hotel Dayang Resort Singkawang,udh pernah,pernah,Positif
648,Hotel Dayang Resort Singkawang,lebih seru di waterpark pontianak,lebih seru waterpark pontianak,Positif
649,Hotel Dayang Resort Singkawang,wah keren banget ya.,keren,Positif
650,Hotel Dayang Resort Singkawang,udh kesitu kemarin 😂main orosotan seru bngat anjaaayyysayang gak ada foto foto krna asyik main sma klurga,situ kemarin main perosotan seru sayang tidak foto asyik main keluarga,Positif
651,Hotel Dayang Resort Singkawang,aku ada main situ,main situ,Positif
652,Hotel Dayang Resort Singkawang,aku orang singkawang tapi gak pernah kesitu😭,orang singkawang tidak pernah situ,Negatif
653,Hotel Dayang Resort Singkawang,tahun udah lama aku ke datang resort,tahun lama datang resort,Positif
654,Hotel Dayang Resort Singkawang,Brp tiket masuk kolam renang?,berapa tiket masuk kolam renang,Netral
655,Hotel Dayang Resort Singkawang,Udh Kesana Min Pas Blum. Ada Kolam. Baru pas Sya Pergi Cuman Ada Kolam. Arus🙌🙌🙌,sana belum kolam baru pergi kolam arus,Positif
656,Hotel Dayang Resort Singkawang,di kolam arusnya seruu dh lamaa ndak kesituu,kolam arus seru lama tidak situ,Positif
657,Hotel Dayang Resort Singkawang,pas study tour kesitu behhh seruuu,study tour situ seru,Positif
658,Hotel Dayang Resort Singkawang,tunggu aku punya duit baru kesana🖐😋,tunggu duit baru sana,Positif
659,Hotel Dayang Resort Singkawang,masuk bayar brp per orang bg,masuk bayar berapa orang,Netral
660,Hotel Dayang Resort Singkawang,Pegawainya ramah2,syuka,pegawai ramah suka,Positif
661,Hotel Dayang Resort Singkawang,sempat hmpir tenggelam disitu pas naik prosotan ny 😔,hampir tenggelam situ naik perosotan,Negatif
662,Hotel Dayang Resort Singkawang,bagus sih tapi daan boleh bawak makanan dari rumah,bagus tidak boleh bawa makanan rumah,Negatif
663,Hotel Dayang Resort Singkawang,aku pernah kesana😁,pernah sana,Positif
664,Hotel Dayang Resort Singkawang,aku pernah kesana udh 5 bulan gak kesana mau kesana lagi dongg😋,pernah sana bulan tidak sana mau sana,Positif
665,Hotel Dayang Resort Singkawang,harga nye Yo😁,harga,Netral
666,Hotel Dayang Resort Singkawang,langganan gw & keluarga sii,langganan keluarga,Positif
667,Hotel Dayang Resort Singkawang,persaingan ketat Singkawang tunggu aku,persaingan ketat singkawang tunggu,Positif
668,Hotel Dayang Resort Singkawang,masuk dayang resort berapa duit kak,masuk dayang resort berapa duit,Netral
669,Hotel Dayang Resort Singkawang,aku cari cari nga ada,cari tidak,Negatif
670,Hotel Dayang Resort Singkawang,Huhuhu aku ga jadi ke Dayang Resort hari ini😭😭,tidak jadi dayang resort hari,Negatif
671,Hotel Dayang Resort Singkawang,taman cinta juga banyak kolam nya sama seluncurnya,taman cinta banyak kolam seluncur,Positif
672,Hotel Dayang Resort Singkawang,prna msk,ama klrga bnr""""sepii😭😭 berasa milik sndri we,bguss bgtt,pernah masuk keluarga sepi berasa milik sendiri bagus,Positif
673,Hotel Dayang Resort Singkawang,ade main stu emang mantap kolam renang nye🥰,main situ mantap kolam renang,Positif
674,Hotel Dayang Resort Singkawang,Hai dari Kuala Lumpur malaysia 🇲🇾 dah pergi sini best sangat bawa keluarga,kuala lumpur malaysia pergi sini best bawa keluarga,Positif
675,Hotel Dayang Resort Singkawang,pernah ke arus sama sepupu pake pelampung berdua eh pelampung nya kebalik gw susah mau naik malah dibantu orang cowok lagi 🗿,pernah arus sepupu pelampung pelampung kebalik susah naik dibantu orang cowok,Negatif
676,Hotel Dayang Resort Singkawang,pengen lagi kesana,pengen sana,Positif
677,Hotel Dayang Resort Singkawang,seruuu mau lagii di atas perosotan bise funkot Ade kolam arus pengen agik rse ee 😜,seru mau perosotan funkot kolam arus pengen rasa,Positif
678,Hotel Dayang Resort Singkawang,gas kan,gas,Positif
679,Hotel Dayang Resort Singkawang,iya bener dia aku aja pernah ke singkawang,pernah singkawang,Positif
680,Hotel Dayang Resort Singkawang,sering banget udah 19× kesana luas dan kamarnya minimalis,sering sembilan belas sana luas kamar minimalis,Positif
681,Hotel Dayang Resort Singkawang,Cantik tempatnya. Enak nginap di sini weekdays. Ndak ramai org. Ndak angker 😂,cantik tempat enak nginap sini weekdays tidak ramai tidak angker,Positif
682,Hotel Dayang Resort Singkawang,aku selalu kesitu seru banget dan penginapan nya adem bngt pas pagii,selalu situ seru penginapan adem pagi,Positif
683,Hotel Dayang Resort Singkawang,brp biaya masuk ksnik ya,berapa biaya masuk,Netral
684,Hotel Dayang Resort Singkawang,gw pernah kesitu njir dulu kecil terus gw tenggelam🥰,pernah situ kecil tenggelam,Negatif
685,Hotel Dayang Resort Singkawang,ini KH?,kh,Netral
686,Hotel Dayang Resort Singkawang,puncak alam,puncak alam,Positif
687,Hotel Dayang Resort Singkawang,suah aku ke sie waktu kunjungan,suah kunjungan,Positif
688,Hotel Dayang Resort Singkawang,gw tanggal 1 kemarin pergi 🗿👍,tanggal kemarin pergi,Positif
689,Hotel Dayang Resort Singkawang,aku pernah kesitu pas study tour seru bgtt💓,pernah situ study tour seru,Positif
690,Hotel Dayang Resort Singkawang,gk ad pantainy ya kyak kahyangan,tidak pantai kahyangan,Negatif
691,Hotel Dayang Resort Singkawang,sumpah bagus💞💞💞💞💞,bagus,Positif
692,Hotel Dayang Resort Singkawang,gw tebak berapa tahun ujung ujung nya terbengkalai🗿,tebak tahun ujung terbengkalai,Negatif
693,Hotel Dayang Resort Singkawang,waduh bentar lagi gua magang di situ doain lancar ya guys,magang situ doa lancar,Positif
694,Hotel Dayang Resort Singkawang,termasuk murah sih,murah,Positif
695,Hotel Dayang Resort Singkawang,padahal bagus ya sekarang terbengkalai,padahal bagus sekarang terbengkalai,Negatif
696,Hotel Dayang Resort Singkawang,aku pernah kesitu aku ada disitu yg aku naik perosotan sama kk aku,pernah situ naik perosotan,Positif
697,Hotel Dayang Resort Singkawang,harga tiket masuk sama kolam berenang nya beda ka kak,harga tiket masuk kolam berenang beda,Netral
698,Hotel Dayang Resort Singkawang,aku pernah di situ aku berenang,pernah situ berenang,Positif
699,Hotel Dayang Resort Singkawang,baru 2024 loh pdhl,baru,Positif
700,Hotel Dayang Resort Singkawang,udaa ke sini,seru bngt huu,sini seru,Positif"
